Data from HR4C21111__26__09-58-48-052.txt Node

Date: Mon Feb 22 09:58:48 IST 2021
User: Kapil
Spectrometer: HR4C2111
Trigger mode: 4
Integration Time (sec): 2.300000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
189.472	-460
189.745	-460
190.017	-460
190.289	-467
190.561	-311
190.834	-35
191.106	-119
191.378	16
191.65	2
191.923	-144
192.195	-100
192.467	132
192.739	119
193.011	-20
193.284	104
193.556	180
193.828	-23
194.1	-112
194.372	-121
194.644	49
194.916	71
195.188	-143
195.46	-74
195.732	59
196.004	-6
196.276	-96
196.548	-64
196.82	80
197.092	64
197.364	-110
197.636	-69
197.908	34
198.18	-32
198.452	-73
198.724	-34
198.996	59
199.268	73
199.54	-53
199.811	-115
200.083	94
200.355	2
200.627	-205
200.899	-69
201.171	44
201.442	-67
201.714	-181
201.986	-97
202.258	59
202.529	105
202.801	-3
203.073	61
203.345	188
203.616	15
203.888	-142
204.16	-158
204.431	72
204.703	-5
204.974	-135
205.246	8
205.518	202
205.789	16
206.061	-124
206.332	-99
206.604	40
206.876	113
207.147	141
207.419	20
207.69	138
207.962	-27
208.233	-173
208.505	16
208.776	171
209.047	88
209.319	-129
209.59	-84
209.862	115
210.133	-24
210.404	-146
210.676	-102
210.947	82
211.219	64
211.49	-128
211.761	-40
212.033	24
212.304	-45
212.575	-176
212.846	-81
213.118	30
213.389	-45
213.66	-98
213.931	-38
214.203	38
214.474	-48
214.745	-130
215.016	141
215.287	432
215.559	60
215.83	-109
216.101	-64
216.372	13
216.643	70
216.914	6
217.185	-72
217.456	161
217.727	9
217.998	-174
218.269	-55
218.54	39
218.811	1
219.082	-97
219.353	-81
219.624	-9
219.895	-25
220.166	-125
220.437	-107
220.708	113
220.979	-5
221.25	-137
221.521	-84
221.792	35
222.063	81
222.334	36
222.604	172
222.875	174
223.146	82
223.417	-168
223.688	-25
223.958	119
224.229	-51
224.5	-199
224.771	-73
225.041	75
225.312	59
225.583	-105
225.854	-54
226.124	94
226.395	-13
226.666	-131
226.936	-92
227.207	76
227.478	-45
227.748	-97
228.019	49
228.289	255
228.56	-34
228.831	-36
229.101	71
229.372	81
229.642	-11
229.913	-156
230.183	-125
230.454	-1
230.724	2
230.995	-89
231.265	-57
231.536	59
231.806	55
232.076	-103
232.347	-111
232.617	31
232.888	44
233.158	-49
233.428	-115
233.699	-8
233.969	-40
234.239	-149
234.51	-74
234.78	51
235.05	-12
235.321	-114
235.591	-57
235.861	70
236.131	-44
236.402	-181
236.672	-99
236.942	36
237.212	34
237.483	-56
237.753	8
238.023	170
238.293	12
238.563	-84
238.833	-102
239.103	64
239.374	-9
239.644	-140
239.914	-15
240.184	134
240.454	3
240.724	-159
240.994	-54
241.264	32
241.534	74
241.804	-8
242.074	-88
242.344	-48
242.614	-67
242.884	-171
243.154	-110
243.424	53
243.694	85
243.964	-76
244.234	-63
244.503	137
244.773	18
245.043	-217
245.313	-135
245.583	129
245.853	94
246.123	-168
246.392	-118
246.662	1
246.932	-20
247.202	-186
247.471	-77
247.741	243
248.011	91
248.281	-149
248.55	-78
248.82	71
249.09	3
249.359	-80
249.629	-78
249.899	58
250.168	67
250.438	-40
250.708	-103
250.977	92
251.247	70
251.516	-116
251.786	-49
252.055	121
252.325	-12
252.595	-110
252.864	-59
253.134	58
253.403	-19
253.673	-163
253.942	-109
254.212	45
254.481	-1
254.75	-133
255.02	-72
255.289	80
255.559	-20
255.828	-129
256.097	-28
256.367	40
256.636	-46
256.906	-113
257.175	22
257.444	280
257.714	75
257.983	-69
258.252	-41
258.521	14
258.791	54
259.06	-99
259.329	-52
259.598	54
259.868	-4
260.137	-116
260.406	20
260.675	103
260.944	26
261.214	-129
261.483	-64
261.752	170
262.021	18
262.29	-162
262.559	-116
262.828	30
263.097	-45
263.366	-192
263.635	-78
263.905	133
264.174	25
264.443	-193
264.712	-97
264.981	48
265.25	-23
265.519	-133
265.788	-144
266.057	33
266.325	72
266.594	-49
266.863	-109
267.132	27
267.401	-4
267.67	-205
267.939	-141
268.208	49
268.477	70
268.745	-125
269.014	-103
269.283	129
269.552	42
269.821	-103
270.089	7
270.358	7
270.627	-9
270.896	-114
271.164	-154
271.433	40
271.702	107
271.971	-139
272.239	-136
272.508	17
272.777	-30
273.045	-10
273.314	-33
273.583	89
273.851	-19
274.12	-154
274.388	-119
274.657	8
274.926	2
275.194	-161
275.463	-83
275.731	19
276	184
276.268	395
276.537	-74
276.805	44
277.074	47
277.342	-158
277.611	-89
277.879	119
278.148	41
278.416	-129
278.684	-121
278.953	-20
279.221	-23
279.49	-192
279.758	-97
280.026	-8
280.295	-2
280.563	-114
280.831	905
281.1	2217
281.368	222
281.636	-86
281.904	-116
282.173	-16
282.441	-47
282.709	-88
282.977	21
283.246	49
283.514	-14
283.782	-63
284.05	9
284.318	56
284.587	-36
284.855	-117
285.123	-40
285.391	65
285.659	40
285.927	-140
286.195	-46
286.463	65
286.732	4
287	-100
287.268	-51
287.536	42
287.804	-26
288.072	-126
288.34	-75
288.608	70
288.876	-16
289.144	-100
289.412	-1
289.68	52
289.948	-27
290.215	-102
290.483	-97
290.751	100
291.019	106
291.287	-167
291.555	-111
291.823	30
292.091	-15
292.358	-62
292.626	-8
292.894	83
293.162	54
293.43	-114
293.697	-83
293.965	56
294.233	-28
294.501	-156
294.768	-61
295.036	78
295.304	49
295.572	-124
295.839	-97
296.107	116
296.375	14
296.642	-116
296.91	-96
297.178	61
297.445	177
297.713	107
297.98	-80
298.248	-15
298.516	-34
298.783	-109
299.051	-108
299.318	26
299.586	-24
299.853	-99
300.121	-83
300.388	58
300.656	6
300.923	-157
301.191	-57
301.458	58
301.726	-2
301.993	-127
302.26	-78
302.528	56
302.795	4
303.063	-68
303.33	-46
303.597	49
303.865	31
304.132	-123
304.399	-121
304.667	-28
304.934	10
305.201	-101
305.469	-7
305.736	69
306.003	58
306.27	-27
306.538	-79
306.805	12
307.072	-19
307.339	-68
307.606	-28
307.874	166
308.141	65
308.408	-130
308.675	-102
308.942	-39
309.209	-70
309.477	-138
309.744	-94
310.011	26
310.278	48
310.545	-28
310.812	-40
311.079	158
311.346	197
311.613	59
311.88	-36
312.147	-71
312.414	-39
312.681	-97
312.948	-24
313.215	125
313.482	75
313.749	-109
314.016	-180
314.283	-40
314.55	65
314.817	-104
315.083	-120
315.35	-83
315.617	-144
315.884	-136
316.151	69
316.418	166
316.684	-2
316.951	-166
317.218	-108
317.485	0
317.752	-57
318.018	-108
318.285	-4
318.552	28
318.819	-53
319.085	-127
319.352	-47
319.619	50
319.885	-19
320.152	-183
320.419	-96
320.685	45
320.952	-20
321.219	-56
321.485	76
321.752	17
322.019	-39
322.285	48
322.552	6
322.818	131
323.085	-18
323.351	-120
323.618	-12
323.884	58
324.151	-49
324.417	-26
324.684	-72
324.95	-41
325.217	-142
325.483	-172
325.75	-19
326.016	15
326.283	-11
326.549	-172
326.815	-57
327.082	119
327.348	27
327.615	-87
327.881	-23
328.147	113
328.414	137
328.68	13
328.946	-34
329.212	38
329.479	20
329.745	-107
330.011	-107
330.278	15
330.544	-30
330.81	-35
331.076	-23
331.342	-6
331.609	-25
331.875	-72
332.141	-88
332.407	23
332.673	5
332.94	-7
333.206	-33
333.472	66
333.738	94
334.004	-105
334.27	-1
334.536	14
334.802	-39
335.068	-98
335.334	3
335.6	32
335.866	-25
336.132	-151
336.398	-78
336.664	-12
336.93	-28
337.196	-67
337.462	-8
337.728	32
337.994	-24
338.26	-70
338.526	-34
338.792	-30
339.058	-46
339.324	-143
339.59	-9
339.856	68
340.121	-51
340.387	-109
340.653	93
340.919	169
341.185	76
341.45	-59
341.716	45
341.982	124
342.248	-37
342.514	-71
342.779	28
343.045	55
343.311	15
343.576	-80
343.842	-17
344.108	149
344.374	19
344.639	-96
344.905	-80
345.171	75
345.436	-57
345.702	-104
345.967	85
346.233	119
346.499	54
346.764	-165
347.03	-48
347.295	-2
347.561	29
347.826	-10
348.092	-85
348.357	13
348.623	1
348.888	-85
349.154	-53
349.419	77
349.685	46
349.95	-23
350.216	-15
350.481	86
350.747	-8
351.012	-142
351.277	-60
351.543	80
351.808	30
352.074	-136
352.339	-80
352.604	93
352.87	66
353.135	-55
353.4	-13
353.666	60
353.931	39
354.196	-89
354.461	-77
354.727	97
354.992	67
355.257	-57
355.522	46
355.788	73
356.053	133
356.318	-8
356.583	-30
356.848	186
357.113	300
357.379	18
357.644	0
357.909	178
358.174	225
358.439	-39
358.704	46
358.969	160
359.234	176
359.499	1
359.765	66
360.03	202
360.295	210
360.56	28
360.825	91
361.09	303
361.355	128
361.62	86
361.885	129
362.15	114
362.415	143
362.679	92
362.944	257
363.209	269
363.474	287
363.739	219
364.004	120
364.269	210
364.534	255
364.799	213
365.063	216
365.328	329
365.593	335
365.858	206
366.123	212
366.387	344
366.652	285
366.917	187
367.182	242
367.447	384
367.711	348
367.976	284
368.241	368
368.505	446
368.77	354
369.035	330
369.299	400
369.564	447
369.829	389
370.093	352
370.358	352
370.623	471
370.887	498
371.152	363
371.416	425
371.681	486
371.946	416
372.21	386
372.475	548
372.739	553
373.004	493
373.268	486
373.533	560
373.797	631
374.062	630
374.326	468
374.591	575
374.855	658
375.12	600
375.384	468
375.648	575
375.913	737
376.177	754
376.442	648
376.706	662
376.97	781
377.235	759
377.499	759
377.763	755
378.028	753
378.292	814
378.556	754
378.821	694
379.085	817
379.349	770
379.614	716
379.878	862
380.142	1051
380.406	973
380.671	954
380.935	1149
381.199	1274
381.463	1130
381.727	1059
381.991	1052
382.256	1139
382.52	1106
382.784	1142
383.048	1288
383.312	1210
383.576	1236
383.84	1139
384.104	1200
384.369	1340
384.633	1251
384.897	1143
385.161	1284
385.425	1415
385.689	1362
385.953	1318
386.217	1329
386.481	1477
386.745	1527
387.009	1478
387.273	1437
387.537	1490
387.801	1587
388.064	1561
388.328	1643
388.592	1705
388.856	1712
389.12	1624
389.384	1699
389.648	1770
389.912	1863
390.176	1882
390.439	1996
390.703	1824
390.967	1819
391.231	1773
391.495	1837
391.758	1938
392.022	1984
392.286	1872
392.55	1901
392.813	2030
393.077	2111
393.341	2059
393.605	2132
393.868	2113
394.132	2143
394.396	2110
394.659	2269
394.923	2243
395.187	2177
395.45	2192
395.714	2273
395.978	2304
396.241	2331
396.505	2287
396.768	2396
397.032	2454
397.295	2491
397.559	2424
397.823	2404
398.086	2559
398.35	2526
398.613	2426
398.877	2536
399.14	2727
399.404	2796
399.667	2679
399.931	2610
400.194	2727
400.457	2736
400.721	2758
400.984	2873
401.248	2838
401.511	2826
401.775	2684
402.038	2792
402.301	3031
402.565	2994
402.828	2802
403.091	2898
403.355	3095
403.618	3079
403.881	3083
404.145	3123
404.408	3183
404.671	3113
404.934	3158
405.198	3250
405.461	3281
405.724	3306
405.987	3319
406.251	3400
406.514	3536
406.777	3380
407.04	3283
407.303	3253
407.567	3396
407.83	3509
408.093	3400
408.356	3483
408.619	3580
408.882	3650
409.145	3557
409.408	3516
409.672	3663
409.935	3626
410.198	3473
410.461	3543
410.724	3808
410.987	3758
411.25	3608
411.513	3731
411.776	3791
412.039	3660
412.302	3624
412.565	3705
412.828	3749
413.091	3764
413.354	3659
413.617	3644
413.879	3732
414.142	3756
414.405	3592
414.668	3613
414.931	3723
415.194	3692
415.457	3639
415.72	3725
415.983	3695
416.245	3720
416.508	3631
416.771	3570
417.034	3713
417.297	3689
417.559	3645
417.822	3634
418.085	3760
418.348	3729
418.61	3627
418.873	3624
419.136	3660
419.399	3670
419.661	3694
419.924	3666
420.187	3760
420.449	3750
420.712	3698
420.975	3701
421.237	3768
421.5	3788
421.762	3891
422.025	3902
422.288	3955
422.55	3804
422.813	3687
423.075	3777
423.338	3888
423.601	3943
423.863	3922
424.126	3972
424.388	4103
424.651	4016
424.913	4020
425.176	4065
425.438	4015
425.701	4031
425.963	3924
426.225	3947
426.488	4014
426.75	4068
427.013	4082
427.275	4153
427.538	4159
427.8	4195
428.062	4114
428.325	4116
428.587	4202
428.849	4219
429.112	4242
429.374	4179
429.636	4179
429.899	4290
430.161	4225
430.423	4285
430.686	4464
430.948	4449
431.21	4257
431.472	4230
431.735	4387
431.997	4387
432.259	4322
432.521	4210
432.783	4325
433.046	4306
433.308	4212
433.57	4297
433.832	4546
434.094	4384
434.356	4225
434.618	4363
434.881	4442
435.143	4542
435.405	4493
435.667	4447
435.929	4507
436.191	4494
436.453	4387
436.715	4528
436.977	4672
437.239	4685
437.501	4592
437.763	4573
438.025	4679
438.287	4636
438.549	4572
438.811	4532
439.073	4581
439.335	4642
439.597	4547
439.859	4543
440.121	4726
440.383	4609
440.645	4556
440.907	4607
441.168	4650
441.43	4646
441.692	4664
441.954	4737
442.216	4747
442.478	4695
442.74	4596
443.001	4705
443.263	4851
443.525	4697
443.787	4583
444.048	4588
444.31	4623
444.572	4696
444.834	4678
445.095	4653
445.357	4848
445.619	4651
445.881	4525
446.142	4603
446.404	4607
446.666	4642
446.927	4680
447.189	4804
447.451	4855
447.712	4696
447.974	4549
448.235	4567
448.497	4647
448.759	4618
449.02	4622
449.282	4556
449.543	4720
449.805	4753
450.066	4487
450.328	4621
450.59	4866
450.851	4647
451.113	4510
451.374	4489
451.636	4720
451.897	4754
452.158	4674
452.42	4743
452.681	4794
452.943	4604
453.204	4587
453.466	4611
453.727	4616
453.988	4666
454.25	4574
454.511	4655
454.773	4714
455.034	4794
455.295	4521
455.557	4678
455.818	4723
456.079	4673
456.341	4800
456.602	4857
456.863	4879
457.124	4773
457.386	4623
457.647	4592
457.908	4694
458.169	4829
458.431	4692
458.692	4784
458.953	4799
459.214	4808
