Data from HR4C21111__10__09-41-35-460.txt Node

Date: Mon Feb 22 09:41:35 IST 2021
User: Kapil
Spectrometer: HR4C2111
Trigger mode: 4
Integration Time (sec): 2.300000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
189.472	-454.31
189.745	-454.31
190.017	-454.31
190.289	-447.31
190.561	-295.31
190.834	-27.31
191.106	-112.31
191.378	20.69
191.65	-0.31
191.923	-135.31
192.195	-99.31
192.467	134.69
192.739	125.69
193.011	-31.31
193.284	58.69
193.556	157.69
193.828	-1.31
194.1	-90.31
194.372	-104.31
194.644	56.69
194.916	69.69
195.188	-143.31
195.46	-75.31
195.732	61.69
196.004	-23.31
196.276	-129.31
196.548	-77.31
196.82	70.69
197.092	47.69
197.364	-122.31
197.636	-87.31
197.908	18.69
198.18	-53.31
198.452	-103.31
198.724	-50.31
198.996	41.69
199.268	80.69
199.54	-27.31
199.811	-110.31
200.083	103.69
200.355	26.69
200.627	-183.31
200.899	-65.31
201.171	65.69
201.442	-44.31
201.714	-175.31
201.986	-92.31
202.258	71.69
202.529	122.69
202.801	5.69
203.073	86.69
203.345	194.69
203.616	12.69
203.888	-144.31
204.16	-160.31
204.431	70.69
204.703	-11.31
204.974	-141.31
205.246	-8.31
205.518	185.69
205.789	3.69
206.061	-124.31
206.332	-102.31
206.604	4.69
206.876	79.69
207.147	118.69
207.419	2.69
207.69	127.69
207.962	-15.31
208.233	-163.31
208.505	24.69
208.776	183.69
209.047	77.69
209.319	-128.31
209.59	-85.31
209.862	134.69
210.133	39.69
210.404	-159.31
210.676	-108.31
210.947	89.69
211.219	69.69
211.49	-112.31
211.761	-51.31
212.033	36.69
212.304	-32.31
212.575	-189.31
212.846	-83.31
213.118	16.69
213.389	-53.31
213.66	-103.31
213.931	-49.31
214.203	34.69
214.474	-27.31
214.745	-127.31
215.016	133.69
215.287	438.69
215.559	57.69
215.83	-110.31
216.101	-60.31
216.372	-1.31
216.643	75.69
216.914	11.69
217.185	-75.31
217.456	143.69
217.727	12.69
217.998	-144.31
218.269	-53.31
218.54	47.69
218.811	-0.31
219.082	-97.31
219.353	-84.31
219.624	-5.31
219.895	-23.31
220.166	-123.31
220.437	-114.31
220.708	102.69
220.979	-15.31
221.25	-155.31
221.521	-103.31
221.792	50.69
222.063	96.69
222.334	24.69
222.604	148.69
222.875	168.69
223.146	105.69
223.417	-160.31
223.688	-30.31
223.958	118.69
224.229	-57.31
224.5	-187.31
224.771	-70.31
225.041	89.69
225.312	44.69
225.583	-107.31
225.854	-63.31
226.124	76.69
226.395	-19.31
226.666	-126.31
226.936	-102.31
227.207	59.69
227.478	-49.31
227.748	-98.31
228.019	49.69
228.289	243.69
228.56	-33.31
228.831	-43.31
229.101	47.69
229.372	58.69
229.642	-23.31
229.913	-144.31
230.183	-125.31
230.454	-1.31
230.724	11.69
230.995	-95.31
231.265	-66.31
231.536	75.69
231.806	58.69
232.076	-105.31
232.347	-104.31
232.617	42.69
232.888	42.69
233.158	-54.31
233.428	-116.31
233.699	-4.31
233.969	-54.31
234.239	-164.31
234.51	-91.31
234.78	52.69
235.05	-5.31
235.321	-117.31
235.591	-82.31
235.861	22.69
236.131	-60.31
236.402	-176.31
236.672	-90.31
236.942	31.69
237.212	27.69
237.483	-81.31
237.753	7.69
238.023	173.69
238.293	32.69
238.563	-81.31
238.833	-100.31
239.103	74.69
239.374	-21.31
239.644	-149.31
239.914	-51.31
240.184	122.69
240.454	0.69
240.724	-154.31
240.994	-53.31
241.264	32.69
241.534	60.69
241.804	-15.31
242.074	-84.31
242.344	-22.31
242.614	-60.31
242.884	-186.31
243.154	-125.31
243.424	39.69
243.694	78.69
243.964	-76.31
244.234	-56.31
244.503	123.69
244.773	17.69
245.043	-213.31
245.313	-132.31
245.583	149.69
245.853	114.69
246.123	-164.31
246.392	-111.31
246.662	0.69
246.932	-28.31
247.202	-176.31
247.471	-63.31
247.741	267.69
248.011	131.69
248.281	-138.31
248.55	-69.31
248.82	80.69
249.09	10.69
249.359	-85.31
249.629	-65.31
249.899	63.69
250.168	53.69
250.438	-39.31
250.708	-103.31
250.977	87.69
251.247	63.69
251.516	-109.31
251.786	-64.31
252.055	135.69
252.325	23.69
252.595	-102.31
252.864	-69.31
253.134	51.69
253.403	-9.31
253.673	-154.31
253.942	-93.31
254.212	48.69
254.481	-2.31
254.75	-143.31
255.02	-98.31
255.289	70.69
255.559	7.69
255.828	-113.31
256.097	-36.31
256.367	34.69
256.636	-58.31
256.906	-155.31
257.175	-12.31
257.444	244.69
257.714	66.69
257.983	-73.31
258.252	-34.31
258.521	12.69
258.791	45.69
259.06	-108.31
259.329	-46.31
259.598	68.69
259.868	-17.31
260.137	-125.31
260.406	0.69
260.675	87.69
260.944	22.69
261.214	-129.31
261.483	-51.31
261.752	181.69
262.021	23.69
262.29	-166.31
262.559	-116.31
262.828	26.69
263.097	-34.31
263.366	-186.31
263.635	-75.31
263.905	135.69
264.174	13.69
264.443	-207.31
264.712	-108.31
264.981	44.69
265.25	-36.31
265.519	-135.31
